Tweet,Sentiment
"['cloudy', 'day', 'madrid', 'typical', 'spring', 'day']",1
"['really', 'really', 'itchy', 'eye']",0
"['well', 'tell', 'didnt', 'marry', 'like', 'maybe', 'thats', 'im', 'stuck', 'situation', 'like']",0
"['good', 'morning', 'certainly']",1
"['idea', 'im', 'watch', 'rafa', 'run', 'comp', 'ever', 'often', 'check', 'live', 'score', 'third']",0
"['im', 'really', 'tire', 'today']",0
"['well', 'safe', 'sorry', 'glad', 'everything', 'okay']",2
"['im', 'listen', 'people', 'say', 'eww', 'current', 'frog', 'disection', 'poor', 'froggy']",0
"['make', 'day']",2
"['kinda', 'want', 'smack', 'darn', 'skeleton', 'though']",0
"['bad', 'red', 'devil', 'disappoint', 'say', 'least']",0
"['feed', 'pain']",0
"['hit', 'dock', 'soon']",1
"['tried', 'phoning']",1
"['well', 'course', 'envelope', 'book', 'need', 'mail', 'smallif', 'fitwhat', 'fun', 'would']",1
"['need', 'break', 'computer', 'adios']",1
"['go', 'shop', 'lil', 'deserve', 'night', 'town', 'big', 'city', 'norfolk']",2
"['awake', 'want', 'go', 'work']",1
"['school', 'bore', 'want', 'go', 'home']",0
"['well', 'jag', 'take', 'way', 'home', 'train', 'hope', 'alternator']",1
"['home', 'didnt', 'see', 'bloody', 'movie', 'full', 'book', 'night', 'museum', 'fun', 'though']",1
"['happiest', 'birthday', 'kat']",2
"['get', 'back', 'sing', 'loud', 'concert', 'amazing']",2
"['welcome', 'back']",1
"['im', 'sorry', 'saw', 'shock', 'core']",0
"['wish', 'cali', 'wit', 'mari', 'nd', 'lupita', 'see', 'vfc', 'fair']",0
"['still', 'stay', 'want']",1
"['score', 'two', 'day', 'get', 'food', 'stamp', 'good', 'cause', 'want', 'safeway', 'pizza']",2
"['im', 'listening', 'wrong', 'depeche', 'mode']",1
"['hella', 'itchy']",0
"['per', 'taylor', 'dayne', 'conversation', 'official', 'jealous']",1
"['yst', 'burnt', 'sorry', 'back', 'front', 'burnt']",0
"['back', 'worcester', 'work', 'week', 'start', 'friday']",1
"['thank', 'blast']",2
"['sad', 'daylakers', 'please', 'make', 'happy']",0
"['jealous', 'suppose', 'go', 'see', 'seattle', 'friend', 'summer', 'bail', 'work']",0
"['didnt', 'realize', 'animal', 'kingdom', 'close', 'early', 'today', 'im', 'stick', 'exit', 'traffic']",0
"['like', 'ups', 'much', 'today']",0
"['must', 'adwancrd', 'sense', 'humor', 'thats', 'funny']",2
"['ive', 'get', 'yr', 'home', 'house', 'theyre', 'always', 'bring', 'friend', 'hope', 'bless', 'day']",2
"['ok', 'job', 'walmart', 'cart', 'pusher', 'hope', 'dont', 'get', 'sunburn']",1
"['get', 'today']",1
"['awww', 'well', 'herejust', 'casei', 'like', 'perfect', 'funny', 'friend', 'im', 'hehe']",1
"['retweeting', 'win', 'att', 'pantech', 'matrix', 'pro', 'easy', 'enter', 'go']",1
"['hurt', 'sunshine', 'weekend', 'dont', 'get', 'play', 'thats', 'sad']",0
"['make', 'six', 'day', 'row', 'wout', 'accident', 'house', 'pop', 'take', 'strange', 'place', 'didnt', 'give', 'time', 'bfast']",0
"['morning', 'sunshiines']",1
"['im', 'sucker', 'great', 'cottys']",1
"['sad', 'roommate', 'fry', 'chicken', 'every', 'night', 'finish', 'tonight', 'batch']",0
"['pollard', 'denial', 'truth']",2
"['omega', 'tomorrow', 'havent', 'really', 'plan', 'anything', 'make', 'sure', 'come', 'itll', 'awesome', 'movein', 'june', 'st']",2
"['fort', 'belvoir', 'base', 'hub', 'station', 'pentagon', 'cant', 'wait', 'pug', 'pup', 'looooove', 'mine']",2
"['thank', 'much', 'retweet']",2
"['join', 'one', 'follow']",1
"['graduation', 'pic']",1
"['want', 'go', 'home', 'see', 'erin']",2
"['shop', 'tonight', 'cant', 'wait', 'lucky', 'already', 'finish', 'work', 'im', 'stick', 'forever']",1
"['big', 'shout', 'home', 'girl', 'know']",1
"['ppl', 'smoke', 'pot', 'stupid', 'instant', 'turn', 'drug', 'general', 'seriously']",0
"['miss', 'dance', 'friend']",0
['gudluck'],2
"['cant', 'join', 'game', 'private', 'beta']",1
"['see', 'whos', 'knock', 'top', 'spot', 'wefollow', 'perth']",1
"['ever', 'respond', 'ppl']",1
"['meow', 'yeah', 'well']",1
"['badminton', 'marathon', 'tonight', 'please', 'cooperate', 'foot']",1
"['im', 'miss', 'one', 'diamond', 'earring', 'make', 'sad']",0
"['love', 'wear', 'hood', 'even', 'though', 'portsmouth', 'usually', 'get', 'terrified', 'look', 'pensioner']",1
"['well', 'im', 'obsess', 'wall', 'watch', 'first', 'one', 'last', 'night', 'glorious', 'get', 'wand']",1
"['new', 'album', 'bloody', 'time']",1
"['youre', 'welcomeyou', 'deserve']",2
"['get', 'rundown']",1
"['im', 'glad', 'wasnt', 'real', 'diver', 'theory', 'test', 'fail', 'get', 'question', 'right', 'min', 'leave', 'lol']",1
"['sure', 'hope', 'youre', 'great', 'morning']",2
"['work', 'go', 'day', 'kiddos', 'finish']",1
"['lock', 'house']",1
"['gah', 'forget', 'separate', 'bin', 'maybe', 'bad', 'idea']",0
"['ten', 'buck', 'say', 'know', 'go', 'think', 'islet', 'know', 'boulder', 'still', 'beach']",1
"['sorry', 'didnt', 'get', 'see']",0
"['maybe', 'pass', 'lay', 'make', 'swineflu', 'illegal', 'law', 'abide', 'citizen', 'wont', 'get']",0
"['last', 'drop', 'thesis', 'god', 'let', 'end', 'today']",1
"['thanks', 'link', 'geoff']",2
"['need', 'hug', 'pitching', 'lackluster', 'shortstop', 'cant', 'field', 'big', 'papi', 'cant', 'get', 'mendoza', 'line']",0
"['get', 'catch', 'rain', 'people', 'probably', 'gunna', 'watch', 'smallville', 'till', 'fall', 'asleep']",1
"['web', 'prologue', 'modern', 'liberalism', 'misconstrue', 'nd', 'bible', 'christ', 'without', 'crucifiction', 'abstraction', 'wo', 'skin']",0
"['uterus', 'wan', 'na', 'rub', 'lol', 'ok', 'tell']",1
"['bet', 'mumbai', 'indian', 'today', 'anyone', 'take', 'bet', 'buck']",1
"['really', 'despair', 'whole', 'copyright', 'situation', 'visually', 'impair', 'mean', 'dont', 'deserve', 'read', 'sccr']",0
"['happy', 'birthday', 'whats', 'well', 'get', 'birthday', 'greeting', 'stranger', 'little', 'thats', 'kid']",2
"['love', 'boy']",2
"['join', 'twitter', 'community']",1
"['somebody', 'actually', 'tell', 'lol']",1
"['yeahhh', 'lol']",1
"['feel', 'owe', 'listen', 'new', 'album', 'everything', 'release', 'chain', 'since', 'nice', 'twitter']",2
"['morning', 'amy', 'xxxxxxx']",1
"['big', 'hair', 'rock', 'bank', 'holiday', 'monday', 'always', 'seem', 'fitting', 'imo']",1
"['get', 'pull', 'cop', 'get', 'warn']",0
"['aww', 'must', 'amazing', 'brother']",2
"['geography', 'revision', 'earthquake', 'boring']",0
"['subtly', 'replace', 'penetration', 'test', 'see', 'nobodys', 'caught', 'yet']",1
"['today', 'check', 'day', 'week', 'artist', 'way', 'hurray', 'time', 'celebrate', 'another', 'good', 'complete', 'journey']",2
"['recollect', 'jog', 'almost', 'perfect', 'except', 'unkown', 'type', 'hang', 'vehicle', 'much', 'mental', 'noise', 'mile', 'jog']",1
"['come', 'back', 'see', 'boat', 'rock', 'amazingly', 'cool', 'movie', 'definitely', 'get', 'dvd']",2
"['year', 'wait', 'list', 'get', 'appointment']",1
"['love', 'blog', 'musicares', 'event', 'good', 'work']",2
"['pretty', 'flower', 'john', 'main', 'bring', 'lady', 'nite']",2
"['saturday', 'bad', 'saturday', 'ive', 'age']",0
"['wish', 'come', 'australia', 'new', 'zealand', 'sticky', 'tour', 'ant']",1
"['thank', 'almost', 'forget', 'hoe', 'type', 'keyboard', 'long', 'anway', 'pc']",1
"['chris', 'pine', 'please', 'mine', 'haha']",1
"['desktop', 'wallpaper', 'like', 'inside', 'monitor']",1
"['dont', 'forget', 'nash', 'disappointing', 'sun', 'fan']",0
"['arm', 'feel', 'like', 'really', 'sore', 'jello']",0
"['hope', 'happen', 'tomorrow', 'ill', 'provide', 'dad', 'get', 'good', 'take']",2
"['dizon', 'little', 'late', 'congratulation', 'leah', 'happy', 'mother', 'day']",2
"['im', 'gon', 'na', 'life', 'good', 'exit', 'hallway', 'im', 'stuck', 'world']",0
"['im', 'really', 'think', 'stay', 'till', 'tomorrow', 'back', 'philly', 'nite', 'wan', 'na', 'stay', 'bad']",0
"['sit', 'computer', 'eat', 'grape', 'hail', 'outside', 'miss', 'summer']",0
"['oh', 'push', 'gqmf', 'trend', 'tonight', 'awesome', 'woefully', 'behind', 'ontdstartrek', 'reading']",2
"['need', 'follower']",1
"['follow', 'people', 'around', 'though', 'many', 'webdesign', 'twitter']",1
"['use', 'link', 'start', 'earn', 'free', 'cash', 'sign', 'get', 'paypal', 'cashouts', 'minimum']",1
"['omg', 'jlo', 'marc', 'anthony', 'old', 'school', 'graduation', 'brb', 'upset']",0
"['yay', 'hope', 'day', 'work', 'wonderful', 'si', 'bank', 'holiday', 'england', 'today', 'everyone', 'work']",2
"['dragbut', 'part', 'come', 'handy', 'hee', 'hee']",1
"['oh', 'thats', 'cool', 'thanks']",2
"['wan', 'na', 'vote', 'miley', 'cyrus', 'mtv', 'movie', 'awardsbut', 'dont', 'know', 'could', 'somebody', 'could', 'send', 'link', 'thaank']",2
"['aww', 'twiter', 'miss', 'today', 'ill', 'post', 'little', 'mea', 'movie', 'theaterahah', 'soo', 'coold']",0
"['im', 'glad', 'throw', 'tantrum', 'go', 'dont', 'know', 'well', 'enough', 'yet', 'apologetic', 'darn']",1
"['eat', 'pancake', 'good', 'day', 'steviej']",2
"['pleasure', 'murray']",2
"['star', 'trek', 'grtsat', 'bggeting', 'drunk']",2
"['finally', 'roll', 'time', 'stop', 'weird', 'love']",1
"['good', 'luck', 'week', 'know', 'youll', 'handle', 'grace']",2
"['dark', 'berry', 'mocha', 'frapp', 'heaven', 'try', 'everyone', 'let', 'pass']",2
"['bummer', 'bad', 'experience']",0
"['love', 'head', 'heels', 'one', 'fave', 'movie', 'look', 'stun', 'last', 'night']",2
"['iced', 'coffee', 'vanilla', 'ice', 'cream', 'uber', 'sick', 'mix']",0
"['sad', 'movie', 'ive', 'ever', 'see']",0
"['yes', 'thank']",2
"['repinging', 'didnt', 'go', 'prom', 'bc', 'bf', 'didnt', 'like', 'friend']",0
"['miss', 'chat']",0
"['im', 'still', 'wait', 'recontinue', 'breathless', 'scent', 'lol']",1
"['miss', 'band', 'much']",0
"['link', 'send', 'tax', 'relief', 'web', 'page']",1
"['get', 'back', 'saw', 'yr', 'tweet', 'pm', 'monday', 'mayday', 'public', 'holiday']",1
"['im', 'sorry', 'youre', 'bad', 'day', 'look', 'back', 'need', 'give', 'someone', 'knuckle', 'sandwich']",0
"['im', 'hungry']",1
"['cant', 'decide', 'wht', 'wan', 'na', 'rest', 'dayi', 'think', 'may', 'go', 'bk', 'sleep', 'woe', 'uugghh', 'lol']",1
"['final', 'count', 'big', 'hair', 'people']",1
"['spgridview', 'look', 'pretty', 'im', 'pretty', 'sure', 'code', 'ugly']",1
"['jennah', 'tell', 'jay', 'say', 'good', 'night', 'plz', 'im', 'ask', 'nicely']",1
"['dad', 'ask', 'year', 'old', 'son', 'drinking']",1
"['basket', 'case', 'mine', 'miss', 'go', 'listen', 'load']",0
"['dangit', 'lsu', 'spot', 'b', 'lead', 'southern', 'intentionally', 'mention', 'anything', 'get', 'jinxed', 'anyhow']",0
"['cant', 'wait', 'watch', 'tonight', 'show', 'evening', 'last', 'one', 'jay']",1
['workworkwork'],1
"['accept', 'cant', 'anything']",1
"['inovera', 'hi', 'jakki', 'thanks', 'hug', 'right', 'back', 'ya']",2
"['short', 'work', 'week']",1
"['nooo', 'busy', 'ever', 'srsly', 'pal', 'im', 'yet', 'familiar', 'iphone', 'twitter']",2
"['wait', 'lie']",0
"['awww', 'miss', 'ill', 'see', 'tonight']",0
"['head', 'relay', 'belfast', 'marathon']",1
"['new', 'comic', 'post', 'introduce', 'joe', 'mini', 'strip', 'via', 'cute', 'mother', 'day', 'strip']",2
['morning'],1
"['need', 'new', 'phone']",1
"['fiiiinaaalllyyy', 'home', 'drive', 'day', 'speed', 'ticket', 'torential', 'rain', 'fun', 'time']",2
"['oh', 'friend', 'know', 'youre', 'retract', 'last', 'statement', 'thennnnnnnn']",1
"['im', 'sosososo', 'sad', 'see', 'cory', 'lamb', 'hour', 'love', 'kid']",1
"['aint', 'get', 'moment', 'sorry']",0
['tatteddddd'],1
"['degree', 'move', 'dallas', 'hour']",1
"['btw', 'nathanfillion', 'try', 'beat', 'hi', 'flight', 'control', 'score', 'well', 'maybe', 'follow']",1
"['lovely', 'couple', 'day', 'friend', 'wolverhampton', 'least', 'weather', 'improve', 'last', 'day', 'today', 'call', 'tomorrow']",2
"['think', 'thats', 'go', 'didnt', 'time', 'scan', 'photo', 'shop', 'stuff', 'work']",1
"['mean', 'ur', 'tire', 'go', 'work', 'get', 'ur', 'wii', 'work', 'ur', 'tire']",1
"['flickr', 'longer', 'recognize', 'email', 'address', 'cant', 'log']",0
"['oh', 'must', 'get', 'lol', 'mum', 'still', 'isnt', 'convinced']",0
"['rofl', 'rofl', 'fun']",2
"['unopened', 'pack', 'goat', 'cheese', 'starin', 'face', 'starve', 'din', 'til']",1
"['haha', 'good', 'phone', 'conversation', 'cat', 'lady', 'youre', 'gon', 'na', 'homeless', 'didnt', 'tell', 'coffee', 'come', 'tomorrow']",2
"['sit', 'baby', 'libby', 'fever', 'shes', 'fussy']",0
"['get', 'ta', 'get', 'early', 'spend', 'time', 'mommy', 'go', 'work', 'im', 'bed', 'goodnight', 'twitter']",2
"['johnson', 'good', 'night']",2
"['mother', 'day', 'happy', 'mother', 'day', 'mom']",2
"['forgot', 'traffic', 'head', 'foxford', 'mayo', 'lovely', 'pontoon', 'tomorrow']",2
"['let', 'hope', 'retirment', 'cancel', 'reason']",2
"['shipwreck', 'weekend', 'license', 'wasnt', 'suspend', 'get', 'cancelled', 'cant', 'take', 'risk', 'driving', 'one', 'live', 'near']",0
"['listen', 'last', 'night', 'underground', 'screening', 'awesome', 'job']",2
"['officially', 'kindergarten', 'cop']",1
"['morning', 'bless', 'day']",2
"['nothinbg', 'home', 'jump', 'shower', 'street', 'call', 'meeeeeeee', 'tonight', 'tell']",1
"['wow', 'trip', 'tampa', 'come', 'end']",2
"['hate', 'monday', 'love', 'schedule', 'hello', 'digg', 'reel']",1
"['prob', 'sell', 'want', 'see', 'bday', 'lol']",1
"['excite', 'taylor', 'swift', 'wednesday']",2
"['lucky', 'girl', 'tell', 'kay']",2
"['fyi', 'ruin', 'hollywood', 'close', 'last', 'friday', 'closing', 'night']",1
"['tonight', 'last', 'night', 'apartment']",1
"['shanwest', 'im', 'excited', 'see', 'forever', 'lil', 'gettin', 'marry', 'p', 'really', 'get', 'tattoo', 'lol']",2
"['wait', 'pick', 'aston', 'morning']",1
['right'],1
"['goodnight', 'beautiful', 'world', 'sweet', 'dream', 'olive', 'juice']",2
"['ahhh', 'bank', 'holiday', 'sleep', 'late', 'go', 'dinner', 'sister', 'whos', 'real', 'monica', 'hahah', 'im', 'late', 'il', 'get', 'cold', 'dinner']",1
"['sound', 'good', 'cant', 'wait']",2
"['write', 'word', 'newsbites']",1
"['try', 'interview', 'dr', 'paul', 'twomey', 'ceo', 'icann', 'phone', 'issue', 'cut', 'interview', 'min']",0
"['let', 'mri', 'today', 'neurosurgeon', 'didnt', 'order', 'itwhich', 'mean', 'come', 'back', 'okc', 'soon', 'nothing', 'new']",0
"['ack', 'see', 'either', 'weird', 'tweet', 'mention', 'timeline', 'oh', 'wait', 'new', 'twitter']",0
"['wnt', 'yesterday', 'wish', 'could', 'go', 'someday', 'uu', 'loove', 'ya']",2
"['hate', 'today']",0
"['man', 'hate', 'church', 'though', 'like', 'way', 'make', 'people', 'feel', 'good']",1
"['really', 'cool', 'put', 'topic', 'twitter', 'showif', 'tweeter', 'twitter', 'twit', 'get', 'luv']",2
"['ahahaha', 'happen', 'time', 'poor', 'angela']",0
"['get', 'call', 'chimp', 'buddy', 'want', 'join', 'party', 'load', 'prepare', 'wow', 'great', 'cup', 'tea', 'first', 'think', 'erm']",2
"['sorry', 'hear', 'dude']",0
"['one', 'people', 'wrong', 'world', 'blame', 'people', 'great', 'world', 'live']",0
"['get', 'ready', 'wait', 'cor', 'pick', 'josh', 'movie', 'dinner', 'trailer', 'perhaps', 'baccck', 'work', 'tomorrow']",1
"['take', 'lot', 'pic', 'really', 'pretty', 'lot', 'palm', 'tree']",2
"['youre', 'fine', 'look', 'set', 'neighbour', 'must', 'say', 'lot', 'compliment', 'shower', 'upon', 'header', 'graphic']",2
"['love', 'life', 'guess', 'im', 'definately', 'shoot', 'good']",2
"['day', 'plan', 'work', 'havent', 'leave', 'everything', 'last', 'minuet']",1
"['stratus', 'go', 'bye', 'bye', 'today', 'love', 'car', 'high', 'school', 'fb']",2
"['im', 'hold', 'audrey', 'mine', 'ericas', 'bean', 'bag', 'thing']",1
"['wan', 'na', 'see', 'tonight', 'one', 'go', 'whhhyyy']",0
"['go', 'big', 'plan', 'thanks', 'tonsil']",0
"['k', 'much', 'appreciate', 'yeah', 'sure', 'challenge', 'great', 'reward', 'wouldnt', 'trade', 'anything']",2
"['note', 'self', 'omelet', 'well', 'make', 'butter', 'olive', 'oil', 'also', 'doesnt', 'like', 'cook', 'spit', 'napkin']",1
"['awwww', 'never', 'notice']",1
"['grandpa', 'tell', 'feel', 'useless', 'say', 'papa', 'youre', 'make', 'happy', 'somehow', 'doubt', 'help']",1
"['thanks', 'awesome', 'tweet', 'leeloo', 'glad', 'enjoy', 'weekend']",2
"['unplug', 'rest', 'day', 'good', 'one', 'everybody']",2
"['weather', 'back', 'great', 'shame', 'wait', 'delivery']",1
"['tifullytragic', 'london', 'last', 'night', 'give', 'hour', 'im', 'sure', 'appear']",1
"['aww', 'happy', 'mother', 'day']",2
"['napppinggg', 'work']",1
"['michelleeeeeeeeeeeemybelleeeeeeeeeeeeeeeeee', 'snif', 'snif']",1
"['oh', 'yeah', 'point', 'take']",1
"['phone', 'act', 'crazy', 'today', 'miss', 'tweeties', 'update', 'fix']",1
"['happy', 'mother', 'day', 'mom']",2
"['cry', 'baby', 'janes', 'joplin', 'munsay', 'music', 'dont', 'know', 'wich', 'day', 'today']",0
"['coffee', 'sociology', 'paper', 'complete', 'happy', 'mother', 'day']",2
"['odd', 'try', 'call', 'mitchel', 'musso', 'dosent', 'work']",0
"['probably', 'wasnt', 'commandbet', 'dont', 'understand', 'pay', 'fantasy', 'football', 'either', 'droids', 'look']",1
"['im', 'longer', 'sophomore', 'junior', 'year', 'bring', 'new', 'thing', 'ill', 'hit', 'check']",1
"['belly', 'speak', 'need', 'food']",1
"['xx', 'dont', 'leave', 'u', 'whats']",1
"['yes', 'must', 'much', 'fun', 'sxsw', 'guy', 'pj', 'party', 'room']",2
"['kk', 'awesome']",2
"['happy', 'mother', 'day', 'hope', 'great', 'one', 'harlow', 'mom', 'love', 'youre', 'awesome', 'mommy']",2
"['fun', 'friend', 'house', 'cuz', 'know', 'dont', 'yard', 'big', 'enough', 'firepit', 'sniffle']",2
"['sighits', 'always', 'sad', 'watch', 'series', 'finaleno', 'green', 'wing', 'leave', 'watch']",0
"['saw', 'tues', 'last', 'niiiighht', 'amazzzing', 'didnt', 'even', 'notice', 'forget', 'wordddss']",2
"['hey', 'letter', 'send', 'finally', 'come', 'back', 'today', 'ill', 'stuff', 'content', 'letter', 'send', 'tomorrow']",1
"['awww', 'suck', 'maybe', 'youtube', 'somewhere']",0
"['tgifi', 'wish', 'say', 'apply', 'work', 'saturday']",2
"['shoot', 'vote', 'somehow', 'look', 'boo', 'hiss', 'forgive', 'great', 'weekend', 'arik']",1
"['ill', 'check', 'thanks', 'good', 'luck', 'book', 'bella']",2
"['seperate', 'yum', 'together', 'gross', 'sounding']",1
"['bug', 'attack', 'laptop']",0
"['right', 'order', 'static', 'ip', 'set', 'apologize']",1
"['think', 'mom', 'year', 'award', 'nope', 'tad', 'bit', 'selfish']",1
"['men', 'far', 'sunny']",0
"['hope', 'everything', 'work', 'school', 'keep', 'updated', 'good', 'day']",2
"['aww', 'sry', 'yesterday']",0
"['gorgeous', 'mom', 'happy', 'mom', 'daaay']",2
"['thats', 'sure', 'thats', 'intentionally', 'turn', 'thought', 'process', 'silly']",0
"['im', 'mad', 'wont', 'ughhh']",0
"['slept', 'like', 'log', 'last', 'night', 'im', 'full', 'energy']",2
"['dreamt', 'someone', 'commit', 'suicide', 'drip', 'stand']",1
"['four', 'full', 'day', 'leave', 'aussieland', 'dont', 'want', 'go', 'home']",0
"['happy', 'mother', 'day', 'u', 'bein', 'mamma', 'yet', 'lucky', 'enough', 'live', 'life', 'little', 'st']",2
"['yupstill', 'havent', 'pack']",1
"['yeh', 'still', 'weekend', 'get', 'weekend', 'anyways', 'today', 'full', 'last', 'day', 'vacation', 'time']",1
"['ca', 'im', 'mad', 'wasnt', 'scarey']",0
"['oh', 'look', 'new', 'house', 'santa', 'barbara', 'hahha', 'wish']",2
"['awoooogahhhhhh', 'heheee', 'hope', 'get', 'decently', 'price', 'breakfast', 'real', 'quick', 'david']",2
['yes'],1
"['im', 'wait', 'get', 'back', 'nambu', 'stop', 'work']",1
"['wish', 'come', 'perth']",1
"['tire', 'tired', 'tired', 'think', 'im', 'get', 'sick']",0
"['live', 'philippine', 'honestly', 'wan', 'na', 'live', 'somewhere', 'snow']",2
"['rent', 'soon', 'hope', 'get', 'home', 'tonight', 'though', 'train', 'problem']",0
"['kickass', 'day', 'full', 'seaworld', 'retard', 'year', 'old', 'guy', 'xmen', 'origin', 'win', 'day']",2
"['oh', 'anymore']",1
"['renee', 'fa', 'real', 'shay', 'toilet', 'night', 'shlda', 'knwn', 'sumthin', 'ws', 'whn', 'didnt', 'crd', 'u', 'scorpian', 'bwl']",1
"['beach', 'ashley']",1
"['upshot', 'want', 'hunt', 'uhh', 'well', 'wish', 'yall', 'best', 'luck', 'tweeps']",1
"['definitely', 'follow', 'ive', 'follow', 'creator', 'feature', 'since']",1
"['think', 'juz', 'miss', 'last', 'bus', 'need', 'walk', 'home', 'sia']",0
"['driver', 'ed', 'dance']",1
"['ah', 'wait', 'go', 'get', 'u', 'cos', 'mom', 'tire', 'nonlong', 'distance', 'till', 'buy', 'new', 'one']",1
"['fo', 'sho', 'im']",1
"['thanks', 'recommendation']",2
"['head', 'hurt', 'air', 'freshner', 'horriblel', 'scent', 'ever', 'im', 'super', 'gross']",0
"['cant', 'get', 'sound', 'work', 'dvd', 'go', 'watch', 'mary', 'poppins']",1
"['keep', 'call', 'call', 'never', 'get']",0
"['usually', 'creative', 'mother', 'day', 'lately', 'feel', 'creative', 'ok', 'good', 'night', 'uh', 'morning']",1
"['alrightits', 'okashley', 'tisdale']",1
"['daaammmnnnnn', 'wish']",0
"['venture', 'forth', 'turkey', 'creek', 'fetch', 'boy', 'hi', 'post', 'prom', 'festivity', 'hope', 'fun']",2
"['happy', 'mother', 'day']",2
"['oash', 'plus', 'happy', 'mother', 'day', 'sweety']",2
"['prefer', 'overcast', 'day', 'sorry', 'hot']",1
"['school', 'last', 'day', 'high', 'school', 'ever', 'ever', 'ever']",1
"['im', 'slightly', 'dont', 'feel', 'like', 'today', 'much']",1
"['cnn', 'subscription', 'google', 'reader', 'couldnt', 'help', 'repost']",1
"['efteling', 'great', 'nice', 'time', 'family', 'dinner', 'forget', 'key', 'car', 'hmmm', 'bless', 'anwb', 'back', 'germany']",2
"['thank', 'make', 'sure', 'read', 'group', 'description', 'good', 'understand', 'project']",2
"['good', 'morning', 'lady', 'gent', 'go', 'awesome', 'day', 'even', 'though', 'weather', 'terrible']",1
"['make', 'little', 'cover', 'iphone', 'bird', 'arent', 'upside', 'back', 'http']",1
"['notice', 'beginning', 'may', 'bad', 'recession', 'since']",0
"['crow', 'happy', 'h', 'haha', 'know', 'would']",2
"['cuckoo', 'back', 'year', 'model', 'start', 'chirp', 'instead']",1
"['thanks', 'gon', 'na', 'make', 'joke', 'say', 'look', 'like', 'mine']",2
"['happy', 'mother', 'day']",2
"['hey', 'ive', 'update', 'twitter']",1
"['im', 'need', 'girl', 'night', 'wear', 'sweat', 'watch', 'movie', 'eat', 'chocolate', 'talk', 'boy']",1
"['wow', 'nothing', 'like', 'sale', 'perk', 'girl', 'even', 'huh']",2
"['dont', 'frown', 'lil', 'aussie', 'still', 'love', 'muah']",2
"['whoishonorsociety', 'never', 'wear', 'pajama', 'pant', 'school']",1
"['get', 'ta', 'church', 'ten', 'camera', 'meeting', 'finally', 'lol']",1
"['chill', 'sofa', 'hate', 'vaccination', 'feel', 'sooo', 'ill']",0
"['really', 'want', 'see', 'jbd', 'cant', 'wait', 'thursday']",2
"['help', 'represent', 'high', 'profile', 'actor', 'tvfilmtheatre', 'career', 'get', 'free', 'tix', 'jersey', 'boy']",1
"['please', 'play', 'movie']",1
"['hat', 'net', 'ayaw', 'bumukas', 'ng', 'twitter']",0
"['wishing', 'could', 'go', 'soco', 'go', 'climb', 'instead', 'im', 'stuck', 'work', 'weekend']",0
"['hope', 'good', 'weekend']",2
"['want', 'welcome', 'back', 'plurk']",2
['itchy'],0
"['thanks', 'much', 'dear', 'damali', 'prayer', 'work', 'much', 'good', 'god', 'willing', 'rested', 'lot', 'xoxo']",2
"['security', 'audit']",1
"['congrats', 'ya', 'ran']",2
"['theyre', 'mama', 'always', 'bake', 'late', 'get', 'worry', 'mixer', 'gon', 'na', 'bother', 'people']",0
"['good', 'mornin', 'today', 'end', 'early', 'woo', 'gon', 'na', 'work', 'rick', 'surprise', 'project', 'due', 'tuesday']",2
"['woman', 'didnt', 'know', 'come', 'home', 'suck', 'go', 'back']",0
"['someone', 'chemic']",1
"['thanks', 'find', 'wonderful', 'evening']",2
"['mother', 'day', 'spit', 'awesome', 'listening', 'paranoid', 'jonas', 'brother']",2
"['hey', 'chiclit', 'whats', 'happen', 'try', 'promote', 'business', 'really', 'hard']",0
"['lose', 'weight', 'check', 'pic']",1
"['greg', 'pritchard', 'rob', 'ii', 'gut', 'word']",0
"['please', 'vote', 'husband', 'jorge', 'star', 'game', 'cant', 'vote', 'anymore']",1
"['ask', 'mark', 'still', 'old', 'blink', 'sense', 'humor', 'miss']",0
"['mom', 'doesnt', 'twitter', 'imma', 'post', 'anyway', 'love', 'mommy']",2
"['landon', 'announce', 'big', 'poopy', 'come', 'every', 'time', 'im', 'wait', 'yell', 'store', 'first', 'time']",1
"['want', 'go', 'walk', 'still', 'miss', 'satan']",0
"['design', 'galore', 'yayyyyyyy', 'progress', 'beyond', 'imagination', 'nowto', 'get', 'flattie', 'sort', 'internet', 'send', 'order']",2
"['oo', 'ok', 'open', 'twitterfon', 'say', 'reply', 'like', 'lauren', 'conrad', 'andswere', 'haha']",1
"['hope', 'dont', 'get', 'let']",2
"['definately', 'hard', 'time', 'cuz', 'im', 'young', 'never', 'saw', 'wrkd', 'hard', 'make', 'car', 'im', 'disabled']",0
"['turn', 'still', 'go', 'aero', 'free']",1
"['dunnoi', 'thought', 'funny']",0
"['thanks', 'view', 'portfolio', 'wwwwahliaocom', 'ill', 'update', 'sometimes', 'keep', 'updated']",2
"['aw', 'well', 'im', 'glad', 'hear', 'youre', 'okay', 'try', 'hot', 'bath', 'cup', 'tea', 'maybe', 'calm', 'worry']",1
"['za', 'fruit', 'sugar', 'cover', 'sweet', 'tummy', 'happy']",0
"['funny', 'almost', 'right']",2
"['uploaded', 'random', 'fandom', 'trailer', 'youtube', 'check', 'also', 'hd']",1
"['make', 'delicious', 'pasta']",2
"['account', 'local', 'comic', 'store', 'run', 'k', 'one', 'time']",1
